,target,text
2012,0,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
3775,0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
639,0,I had askd u a question some hours before. Its answer
1778,0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
1198,0,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
2737,0,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
2068,0,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
2886,0,No probs hon! How u doinat the mo?
2929,0,Where wuld I be without my baby? The thought alone mite break me and I donÂ’t wanna go crazy but everyboy needs his lady xxxxxxxx
2580,1,U are subscribed to the best Mobile Content Service in the UK for Â£3 per ten days until you send STOP to 83435. Helpline 08706091795.
1823,0,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
2942,0,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
4816,0,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
4082,0,No no. I will check all rooms befor activities
4160,0,i felt so...not any conveying reason.. Ese he... What about me?
2606,0,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
3395,0,Then i buy.
1365,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
4184,0,I just really need shit before tomorrow and I know you won't be awake before like 6
2428,0,She.s find. I sent you an offline message to know how anjola's now.
3717,0,I'm gonna rip out my uterus.
1485,0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
939,0,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
4336,0,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
3629,0,Should I head straight there or what
4613,0,How much you got for cleaning
2215,0,Prabha..i'm soryda..realy..frm heart i'm sory
3396,1,URGENT! Your Mobile number has been awarded with a Â£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
2344,0,Okie...
5529,0,I think that tantrum's finished so yeah I'll be by at some point
429,0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
2401,1,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
1902,0,My sister got placed in birla soft da:-)
5543,0,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
767,0,"Sorry, I'll call later"
613,0,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
209,0,Both :) i shoot big loads so get ready!
4594,0,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
4049,0,Yeah that's the impression I got
540,1,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
1248,0,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
3368,0,"Hey elaine, is today's meeting still on?"
1885,0,I think asking for a gym is the excuse for lazy people. I jog.
4865,0,I'm really sorry I lit your hair on fire
1806,1,Todays Voda numbers ending 1225 are selected to receive a Â£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
3660,0,I will reach ur home in  &lt;#&gt;  minutes
4122,0,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
5214,0,I keep ten rs in my shelf:) buy two egg.
974,0,Eh u send wrongly lar...
3806,1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a Â£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
3478,0,I can ask around but there's not a lot in terms of mids up here
2728,1,Urgent Please call 09066612661 from landline. Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ â€œ
4111,1,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
3790,0,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
3991,0,I am on the way to ur home
3619,1,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
944,0,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
3964,0,"If e timing can, then i go w u lor..."
2326,0,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
1507,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
3666,0,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
224,1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
2719,0,Go where n buy? Juz buy when we get there lar.
2048,0,So dont use hook up any how
5089,0,"St andre, virgil's cream"
4506,0,When are you guys leaving?
1975,0,Delhi and chennai still silent.
4269,0,Beauty sleep can help ur pimples too.
63,0,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
3833,0,I had askd u a question some hours before. Its answer
207,0,"Aight yo, dats straight dogg"
2756,0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
5563,0,Why don't you wait 'til at least wednesday to see if you get your .
5014,0,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
986,0,I'm in office now . I will call you  &lt;#&gt;  min:)
827,0,Hey. You got any mail?
3170,0,"Mah b, I'll pick it up tomorrow"
3912,1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
2495,1,WINNER! As a valued network customer you hvae been selected to receive a Â£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
101,0,I'm still looking for a car to buy. And have not gone 4the driving test yet.
3207,0,This phone has the weirdest auto correct.
888,0,You unbelievable faglord
1951,0,Haha... Really oh no... How? Then will they deduct your lesson tmr?
2841,0,Ok thanx...
158,1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
3646,0,Carlos says we can pick up from him later so yeah we're set
3103,0,"U so lousy, run already come back then half dead... Hee..."
4640,0,Do you hide anythiing or keeping distance from me
3402,0,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
4151,0,Ãœ comin to fetch us oredi...
2277,0,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
233,0,Yes:)here tv is always available in work place..
740,0,Yes i will be there. Glad you made it.
1511,0,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
2358,0,I'll talk to the others and probably just come early tomorrow then
736,0,Thanks for looking out for me. I really appreciate.
1670,0,Lmao!nice 1
4445,0,"2 celebrate my bÂ’day, y else?"
5306,0,What you did in  leave.
4540,0,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
3745,0,"Aight, let me know when you're gonna be around usf"
1495,0,Hey gals.. Anyone of u going down to e driving centre tmr?
5365,1,A Â£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Â£400 reward. Just call 09066380611
5093,0,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
477,0,Tension ah?what machi?any problem?
5119,1,PRIVATE! Your 2003 Account Statement for 078
2338,0,"Alright, see you in a bit"
5008,0,Go fool dont cheat others ok
3104,0,That's y i said it's bad dat all e gals know u... Wat u doing now?
2967,0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
2586,0,If you don't respond imma assume you're still asleep and imma start calling n shit
3276,0,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
3367,0,Hey what are you doing. Y no reply pa..
5056,0,Goodnight da thangam I really miss u dear.
987,0,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
2700,0,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
1996,0,Lol boo I was hoping for a laugh
142,0,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
5222,0,If I die I want u to have all my stuffs.
861,0,Your brother is a genius
3274,0,Thanx a lot...
4521,0,Hi good mornin.. Thanku wish u d same..
1866,0,Or Ã¼ go buy wif him then i meet Ã¼ later can?
276,0,Tell rob to mack his gf in the theater
1177,0,Just nw i came to hme da..
2997,0,Don know..he is watching film in computer..
418,0,"Alright, I'll head out in a few minutes, text me where to meet you"
2337,0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
1407,0,Then we gotta do it after that
1686,1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a Â£350 award. If your number matches please call 09063442151 to claim your Â£350 award
5289,0,Dear where you. Call me
4458,0,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
878,1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
5067,1,83039 62735=Â£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
2763,0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
402,0,The hair cream has not been shipped.
2837,0,1's reach home call me.
5045,0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
2800,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
4700,1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
1116,0,Hey... What time is your driving on fri? We go for evaluation on fri?
